"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22"
"1",1.34969309902428,0.513563903928902,-1.81300770153029,1.75990249239803,-0.144095912103097,-0.256825292778979,1.03658638019326,-0.305044836345718,0.104356068064852,-0.503861176387079,0.0216489698171638,0.809014371403513,0.253477426107355,0.39837287719438,0.518946510904417,-0.46741894887753,-0.341410936073207,0.429645851413736,-0.737531202875731,0.42793155748172,-0.200674108873457,-0.494660657388885
"2",0.27715499547886,-1.27985875128197,0.925970215803044,-0.0373352631054623,0.810888038039835,-0.313483002321263,-1.31738833235621,3.73198290122104,0.54950748307453,0.554358341723974,-0.418342863743695,-0.205124531584567,0.506307695899739,0.687405846152874,0.36994182546489,-1.30918196403132,0.313867745705692,0.673605108510549,1.20017519120201,-0.641707630066454,-0.0840077353951731,0.573624112647928
"3",1.48232871732799,0.316441909867196,-1.51363068054373,1.31690429722072,0.342196681654902,0.00972786039878692,0.807136012281429,-0.422432737349371,0.0924854320379318,-0.236073686265976,-0.104629975687553,0.255787520440871,-0.0732846053262497,0.0530935750884287,0.136548032329789,0.15361796044638,0.192663246684845,0.5651073513994,-0.804418209071807,-0.502457470636447,-0.158085195295262,-0.296898322444614
"4",-0.518184724316132,1.13631332748394,0.893940361825083,0.328268387109231,-0.38902002981023,-0.932525398442559,0.557216752428123,-1.34523470671179,2.47239330717299,0.816616377440535,-1.69107360132223,0.384826054836885,-2.75844432110102,-0.990308568352532,0.778191940090913,0.146716577728194,0.346808265177045,0.972873583344116,1.03060235179805,0.539345027071238,0.0682258096419128,-0.254083070262064
"5",4.22156871676834,1.07555380260942,-0.492790670584029,1.50830797054006,0.175591493697964,-0.0849133649986872,1.18367143159764,0.016552481140295,0.0147966286730673,0.203754110187401,-0.514560700441343,0.248385829675696,0.0294712269224023,0.454114265974376,0.283489237240491,0.104191176547026,-0.171028220739816,-0.397976681041094,0.179049826053712,0.349529331528375,-0.267006243721261,-0.204182586179197
"6",-0.640312862501099,-1.84761018112777,-1.31518809691477,1.25043124047377,0.912000818555087,-0.0475266050514261,4.63056858152973,3.01592937935468,1.42693319729738,-5.17373778943832,5.91103158232584,-0.592107745365166,-3.51520149550723,-2.96295942522136,-1.54094324187712,1.90529562321564,-0.923353888950696,-0.841088299867124,0.870290505591883,0.706991507937672,1.36458084046949,-0.36017800618447
"7",2.91532885996758,-2.68015153444765,0.417834727785094,0.467667158292619,-0.789538685151929,-0.679505021604341,-0.0500368140867133,0.234790517741281,0.387319734570669,0.134778209424938,-0.279535888556759,-0.171344497795243,1.12340753762744,-0.225431769792962,-0.118345951452007,-0.423422522404246,-0.749420795008693,0.640033524259385,0.477393060093079,0.101999587387987,-0.241539709728802,0.357746953258119
"8",1.89262511110643,1.20920727674988,1.29281561913366,2.45338465273412,0.338222717332512,-0.310258629791311,0.771703360525153,-1.56425066212176,0.690935018357515,0.906559381122359,-0.531659293724329,-1.41243127692775,-1.46345306240279,-1.92235464015729,0.158290824124133,-1.90368294722529,0.220055709595592,-0.514867227204508,0.182885342442562,0.169133327036357,0.285141920043643,1.12929182825175
"9",-1.07975146479672,2.9221407590887,2.17527628139298,-0.92461313432609,-2.95579907742999,1.00083102155886,-0.489839452204713,-0.435478908375929,0.882735433172595,0.96359343333648,-0.799094062456766,-0.610464477961594,-2.22137042245124,-0.799083144146873,-0.575865822919709,0.380044029665685,0.915094910184074,-0.144648758923578,1.11767379229417,-1.5652154264149,0.666026662498066,1.12690592714005
"10",-3.0759818086781,-0.103272640411674,1.15797066495662,2.17263708872937,-4.17013856224645,1.87465040032364,-1.556545852407,-0.0277144136251677,0.617927620749351,0.0814008529888324,0.54250343544181,-0.172522228011946,0.124276746278129,-0.838306898069817,-0.80145369853049,1.03458549666413,1.29416752995262,-0.968429905820783,-0.133163977857418,-2.55268195224203,0.896121175087933,0.652329132001081
"11",-2.30834162426586,-1.68861601714114,0.917802747537461,0.613902805923557,-0.381735920596728,-0.0780114574350625,0.954696099359112,0.00690836305357297,0.172314251242652,-0.416715997090271,-0.151578555607166,0.588475163893905,1.02287013673493,0.479520588870784,0.008340213647947,-0.246180449550199,-0.312789265839376,0.265217404173392,-0.193452015624286,0.162954260471478,-0.386556620641493,-0.693087194086871
