PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
1.349693099024277,0.513563903928894,-1.8130077015302895,1.759902492398034,-0.1440959121030932,-0.2568252927789826,1.0365863801932533,-0.3050448363457178,0.10435606806484478,-0.5038611763870889,0.021648969817151437,0.8090143714035072,0.25347742610735435,0.39837287719437914,0.5189465109044067,-0.46741894887754404,-0.34141093607320844,0.42964585141374295,-0.7375312028757293,0.42793155748171696,-0.20067410887347956,-0.4946606573888825
0.2771549954788585,-1.2798587512819646,0.9259702158030477,-0.03733526310546271,0.8108880380398401,-0.31348300232126414,-1.3173883323562052,3.731982901221036,0.5495074830745118,0.554358341723997,-0.4183428637436878,-0.2051245315845684,0.5063076958997089,0.6874058461529072,0.36994182546488186,-1.3091819640313191,0.31386774570569903,0.6736051085105356,1.2001751912020129,-0.6417076300664598,-0.08400773539514345,0.573624112647942
1.4823287173279878,0.31644190986718956,-1.5136306805437345,1.3169042972207234,0.3421966816549029,0.009727860398780791,0.8071360122814258,-0.42243273734937203,0.0924854320379325,-0.23607368626597613,-0.10462997568756194,0.2557875204408676,-0.07328460532624781,0.053093575088418735,0.13654803232978827,0.15361796044637563,0.19266324668483903,0.5651073513994007,-0.8044182090718025,-0.5024574706364534,-0.15808519529527776,-0.2968983224446142
-0.518184724316131,1.1363133274839463,0.8939403618250805,0.32826838710923,-0.389020029810237,-0.9325253984425881,0.5572167524281135,-1.3452347067117818,2.4723933071729984,0.8166163774405494,-1.6910736013222585,0.38482605483693283,-2.7584443211009377,-0.9903085683526518,0.7781919400909383,0.1467165777281934,0.34680826517702956,0.9728735833441052,1.030602351798042,0.539345027071242,0.06822580964190944,-0.25408307026205257
4.221568716768337,1.0755538026094167,-0.49279067058403303,1.5083079705400597,0.1755914936979679,-0.08491336499869487,1.183671431597641,0.016552481140290606,0.014796628673069134,0.20375411018740006,-0.5145607004413382,0.24838582967570186,0.029471226922392083,0.4541142659743796,0.28348923724049246,0.10419117654702638,-0.17102822073981638,-0.3979766810410983,0.17904982605370975,0.34952933152837723,-0.2670062437212614,-0.20418258617919088
-0.6403128625011014,-1.8476101811277725,-1.3151880969147718,1.2504312404737672,0.9120008185550875,-0.04752660505149764,4.630568581529718,3.0159293793547035,1.4269331972973662,-5.173737789438403,5.911031582325733,-0.5921077453650792,-3.5152014955071627,-2.962959425221547,-1.5409432418770994,1.9052956232156246,-0.9233538889506814,-0.8410882998670773,0.8702905055918827,0.7069915079376778,1.36458084046948,-0.3601780061844993
2.9153288599675724,-2.6801515344476496,0.4178347277851017,0.46766715829261907,-0.7895386851519246,-0.679505021604343,-0.05003681408671805,0.23479051774127918,0.38731973457065894,0.13477820942494056,-0.27953588855674794,-0.17134449779526806,1.1234075376274524,-0.22543176979290253,-0.11834595145201356,-0.4234225224042498,-0.7494207950086859,0.6400335242593802,0.4773930600930918,0.1019995873879862,-0.2415397097287892,0.3577469532581286
1.892625111106432,1.2092072767498818,1.2928156191336613,2.4533846527341168,0.3382227173325073,-0.3102586297913232,0.7717033605251572,-1.5642506621217598,0.6909350183575403,0.9065593811223859,-0.5316592937243168,-1.412431276927746,-1.4634530624027287,-1.9223546401573293,0.1582908241241289,-1.9036829472252805,0.2200557095955863,-0.5148672272045213,0.1828853424425621,0.16913332703636139,0.28514192004366956,1.1292918282517523
-1.0797514647967157,2.922140759088706,2.1752762813929816,-0.9246131343260932,-2.955799077429991,1.0008310215588423,-0.48983945220468966,-0.43547890837592323,0.8827354331726158,0.9635934333364924,-0.7990940624567753,-0.6104644779615536,-2.2213704224512107,-0.7990831441469596,-0.5758658229196841,0.3800440296657015,0.9150949101840559,-0.1446487589235923,1.1176737922941635,-1.5652154264148974,0.6660266624981075,1.1269059271400417
-3.075981808678105,-0.10327264041167256,1.1579706649566321,2.1726370887293727,-4.17013856224646,1.8746504003236388,-1.5565458524069793,-0.02771441362515498,0.617927620749357,0.0814008529888201,0.5425034354418052,-0.1725222280119512,0.12427674627815333,-0.8383068980698163,-0.8014536985304789,1.0345854966641428,1.2941675299526163,-0.9684299058207868,-0.13316397785742948,-2.5526819522420277,0.8961211750879559,0.65232913200105
